step,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,amount_ratio,round_amount,balance_error,transaction_count,avg_amount_user,amount_deviation,is_new_dest,time_bucket,odd_time,time_gap,velocity,dest_count,new_vendor_risk,first_digit,benford_flag,is_duplicate,threshold_flag,prev_amount,sudden_spike,rapid_txn_flag,self_transfer,name_similarity,fuzzy_flag,unique_receivers,multi_receiver_flag,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
7,27863.15,C1007881394,C1641587857,5828892.25,5856755.4,203634.0,460470.54,0.0,0.004780178466984277,0,55726.300000000374,1,27863.15,0.0,1,7,0,0.0,1.0,3,1,2,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
4,4625.32,C1008188683,M920320548,0.0,0.0,0.0,0.0,0.0,4625.32,0,4625.32,1,4625.32,0.0,1,4,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
6,204307.03,C1008561904,C300836639,9607375.85,9811682.88,278646.0,0.0,0.0,0.021265641307699926,0,408614.0600000012,1,204307.03,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.5714285714285714,0,1,0,0,0,0,0
1,4018.12,C1008608255,M216746962,140777.0,136758.88,0.0,0.0,0.0,0.02854224381650542,0,4.547473508864641e-12,1,4018.12,0.0,1,1,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
1,2738.86,C1008612116,M1266093632,12622.0,9883.14,0.0,0.0,0.0,0.21697377802424148,0,4.547473508864641e-13,1,2738.86,0.0,1,1,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,394.24,C1008719274,C804836251,102.0,0.0,108089.19,108483.43,0.0,3.8275728155339808,0,292.24,1,394.24,0.0,1,7,0,0.0,1.0,5,0,3,0,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,1,0,0
7,290975.16,C1008774102,C505973878,0.0,0.0,388145.62,922645.99,0.0,290975.16,0,290975.16,1,290975.16,0.0,1,7,0,0.0,1.0,3,1,2,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,1,0,0,0
3,29954.16,C1008934993,M366008009,224.0,0.0,0.0,0.0,0.0,133.1296,0,29730.16,1,29954.16,0.0,1,3,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
1,2432.88,C1009218257,M936380963,12946.0,10513.12,0.0,0.0,0.0,0.18791071290646483,0,9.094947017729282e-13,1,2432.88,0.0,1,1,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,0,1,0
6,4599.02,C1009383102,C701279123,21173.0,16573.98,5008.0,0.0,0.0,0.21720128459431381,0,0.0,1,4599.02,0.0,1,6,0,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,1,0,0
6,13614.06,C1009638012,M79297071,6013.65,0.0,0.0,0.0,0.0,2.2634833282069615,0,7600.41,1,13614.06,0.0,1,6,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.1,0,1,0,0,0,1,0
7,611874.69,C100984998,C1730752455,0.0,0.0,1069705.19,1699431.84,0.0,611874.69,0,611874.69,1,611874.69,0.0,1,7,0,0.0,1.0,6,0,6,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,1
1,204691.97,C1009916891,C1068824137,11535.71,0.0,564706.83,265092.36,0.0,17.74266406973912,0,193156.26,1,204691.97,0.0,0,1,1,0.0,1.0,20,0,2,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,1,0,0,0
7,6548.13,C1009997767,M1349353453,0.0,0.0,0.0,0.0,0.0,6548.13,0,6548.13,1,6548.13,0.0,1,7,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
7,1306489.06,C1010419513,C11003494,0.0,0.0,12000000.0,15000000.0,0.0,1306489.06,0,1306489.06,1,1306489.06,0.0,0,7,0,0.0,1.0,30,0,1,0,0,0,0.0,1,1,0,0.6,0,1,0,0,0,0,1
6,9690.1,C1010618682,M1454854577,49685.0,39994.9,0.0,0.0,0.0,0.19502676810369118,0,1.8189894035458565e-12,1,9690.1,0.0,1,6,0,0.0,1.0,1,1,9,1,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
6,6804.77,C1010620325,M158065070,8586.0,1781.23,0.0,0.0,0.0,0.7924502154419472,0,0.0,1,6804.77,0.0,1,6,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
7,9386.08,C1010971109,M964662898,150478.27,141092.19,0.0,0.0,0.0,0.06237457159381488,0,1.2732925824820995e-11,1,9386.08,0.0,1,7,0,0.0,1.0,1,1,9,1,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,0,1,0
1,12154.7,C1011044643,C451111351,39699.0,27544.3,2051287.58,3940085.21,0.0,0.30616372795969776,0,0.0,1,12154.7,0.0,0,1,1,0.0,1.0,43,0,1,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,1,0,0
1,41295.56,C1011104118,C932583850,20720.74,0.0,2614230.5,2719172.89,0.0,1.9928616033209563,0,20574.819999999996,1,41295.56,0.0,0,1,1,0.0,1.0,36,0,4,0,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,1,0,0,0
1,12123.91,C1011481270,M1365197105,0.0,0.0,0.0,0.0,0.0,12123.91,0,12123.91,1,12123.91,0.0,1,1,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
1,198443.49,C1011599868,C2083117811,4045814.13,4244257.62,452950.35,290772.6,0.0,0.04904907506240899,0,396886.9800000002,1,198443.49,0.0,1,1,1,0.0,1.0,7,0,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,0
4,2005.44,C1012194796,M1835638995,21367.0,19361.56,0.0,0.0,0.0,0.09385248970423063,0,1.3642420526593924e-12,1,2005.44,0.0,1,4,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,7533.07,C1012364136,M1472719920,21880.0,14346.93,0.0,0.0,0.0,0.3442744847127645,0,0.0,1,7533.07,0.0,1,7,0,0.0,1.0,1,1,7,1,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
1,272709.33,C1012552887,C1935365522,76067.0,0.0,0.0,158433.78,0.0,3.585072961034864,0,196642.33000000002,1,272709.33,0.0,1,1,1,0.0,1.0,4,1,2,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,1
7,12091.12,C1012707347,M1600734767,2847.54,0.0,0.0,0.0,0.0,4.24467270952839,0,9243.580000000002,1,12091.12,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.6363636363636364,0,1,0,0,0,1,0
2,106622.7,C1012776440,C1183572822,30870.0,0.0,73012.0,141949.63,0.0,3.453814259337242,0,75752.7,1,106622.7,0.0,1,2,1,0.0,1.0,7,0,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,1
6,376292.35,C1013104188,C1899073220,0.0,0.0,3005708.48,3382000.83,0.0,376292.35,0,376292.35,1,376292.35,0.0,0,6,0,0.0,1.0,43,0,3,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,1,0,0,0
5,2151.85,C101319115,M1325077489,47828.13,45676.28,0.0,0.0,0.0,0.044990364658525045,0,1.3642420526593924e-12,1,2151.85,0.0,1,5,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
1,5641.56,C1013528106,M605201451,1809759.18,1804117.61,0.0,0.0,0.0,0.0031172970111432116,0,0.009999999831961759,1,5641.56,0.0,1,1,1,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
6,26539.83,C1013953793,M1487465071,929194.0,902654.17,0.0,0.0,0.0,0.028562174785701604,0,4.3655745685100555e-11,1,26539.83,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
6,6330.23,C1014071026,M2090905694,0.0,0.0,0.0,0.0,0.0,6330.23,0,6330.23,1,6330.23,0.0,1,6,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
7,2.39,C1014466471,M748971195,41086.0,41083.61,0.0,0.0,0.0,5.816925061454962e-05,0,5.822009541134321e-13,1,2.39,0.0,1,7,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
3,1341.34,C1014698874,M1751325469,41911.6,40570.26,0.0,0.0,0.0,0.03200326393495035,0,3.410605131648481e-12,1,1341.34,0.0,1,3,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,444482.74,C1014991909,C7881234,6086886.97,6531369.71,594915.4,48630.5,0.0,0.07302298681866491,0,888965.4800000002,1,444482.74,0.0,1,7,0,0.0,1.0,5,0,4,0,0,0,0.0,1,1,0,0.3157894736842105,0,1,0,0,0,0,0
1,98247.27,C1015122628,C601893033,107181.0,8933.73,0.0,54985.05,0.0,0.9166396409844937,0,0.0,1,98247.27,0.0,1,1,1,0.0,1.0,6,0,9,1,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,1,0,0,0
3,1667.18,C1015139714,M287056540,38567.04,36899.86,0.0,0.0,0.0,0.04322698275567024,0,2.2737367544323206e-13,1,1667.18,0.0,1,3,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
7,74364.75,C1015278026,C1899073220,0.0,0.0,4232016.3,5632383.36,0.0,74364.75,0,74364.75,1,74364.75,0.0,0,7,0,0.0,1.0,43,0,7,1,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,1,0,0,0
2,56432.77,C1015539383,C681979935,0.0,0.0,119699.03,176131.8,0.0,56432.77,0,56432.77,1,56432.77,0.0,1,2,1,0.0,1.0,7,0,5,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,1,0,0,0
6,13597.47,C1015539793,M1414883107,0.0,0.0,0.0,0.0,0.0,13597.47,0,13597.47,1,13597.47,0.0,1,6,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
2,2234.3,C1015545330,M649848324,35736.0,33501.7,0.0,0.0,0.0,0.06252063687494754,0,2.7284841053187847e-12,1,2234.3,0.0,1,2,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,0,1,0
6,47687.62,C1015658596,C800281454,7281913.46,7329601.08,118172.98,70485.36,0.0,0.006548775086819683,0,95375.2400000001,1,47687.62,0.0,1,6,0,0.0,1.0,3,1,4,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,0
1,188071.25,C1015659282,C64133603,1654059.36,1842130.61,194777.92,6706.68,0.0,0.11370277321681295,0,376142.5,1,188071.25,0.0,1,1,1,0.0,1.0,2,1,1,0,0,0,0.0,1,1,0,0.3,0,1,0,0,0,0,0
7,2782.56,C1015676376,M1717336482,198454.0,195671.44,0.0,0.0,0.0,0.01402111309868736,0,2.2737367544323206e-12,1,2782.56,0.0,1,7,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,6288.28,C1015829779,C771404135,6517609.49,6523897.77,21351.0,15062.72,0.0,0.0009648137165680792,0,12576.559999999328,1,6288.28,0.0,1,7,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,0
6,139845.98,C1016064173,C997608398,0.0,0.0,158028.52,6192.55,0.0,139845.98,0,139845.98,1,139845.98,0.0,0,6,0,0.0,1.0,20,0,1,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,1,0,0,0
6,16600.63,C1016138445,M1630192523,0.0,0.0,0.0,0.0,0.0,16600.63,0,16600.63,1,16600.63,0.0,1,6,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
6,57520.64,C1016591849,C1475395523,1299932.01,1357452.65,218490.0,41304.43,0.0,0.04424892633505784,0,115041.2799999999,1,57520.64,0.0,1,6,0,0.0,1.0,2,1,5,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
6,25699.58,C1016602486,M1212473931,0.0,0.0,0.0,0.0,0.0,25699.58,0,25699.58,1,25699.58,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
2,3627.48,C1016625178,C40075281,436.0,0.0,28422.37,32049.85,0.0,8.300869565217392,0,3191.48,1,3627.48,0.0,0,2,1,0.0,1.0,16,0,3,0,0,0,0.0,1,1,0,0.2,0,1,0,0,1,0,0
1,9006.78,C1016633682,M2018220300,0.0,0.0,0.0,0.0,0.0,9006.78,0,9006.78,1,9006.78,0.0,1,1,1,0.0,1.0,1,1,9,1,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
7,4274.53,C1016654505,M764482683,0.0,0.0,0.0,0.0,0.0,4274.53,0,4274.53,1,4274.53,0.0,1,7,0,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,0,1,0
1,1795.67,C1016856028,M446445803,6300966.92,6299171.25,0.0,0.0,0.0,0.00028498319985098417,0,7.457856554538012e-11,1,1795.67,0.0,1,1,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.09523809523809523,0,1,0,0,0,1,0
7,14440.44,C1017472170,M1020745918,0.0,0.0,0.0,0.0,0.0,14440.44,0,14440.44,1,14440.44,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,462312.19,C1017502292,C1883840933,27626.25,0.0,17000000.0,18100000.0,0.0,16.733919952221086,0,434685.94,1,462312.19,0.0,0,7,0,0.0,1.0,33,0,4,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,1,0,0,0
1,153952.87,C1017792343,C1023714065,19336.33,0.0,2207835.95,1412484.09,0.0,7.961433662248097,0,134616.53999999998,1,153952.87,0.0,0,1,1,0.0,1.0,34,0,1,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,1,0,0,0
4,1961.84,C1018094504,M1772358460,11348.0,9386.16,0.0,0.0,0.0,0.17286456956560048,0,2.2737367544323206e-13,1,1961.84,0.0,1,4,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
6,8090.16,C1018262491,M644950072,18869.0,10778.84,0.0,0.0,0.0,0.42873131955484894,0,0.0,1,8090.16,0.0,1,6,0,0.0,1.0,1,1,8,1,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
6,694967.26,C1018466593,C1013700132,3641.48,0.0,1266428.89,1391946.72,0.0,190.79507917682457,0,691325.78,1,694967.26,0.0,0,6,0,0.0,1.0,12,0,6,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,1
4,3828.24,C1018618094,M2069971440,1526.0,0.0,0.0,0.0,0.0,2.507033398821218,0,2302.24,1,3828.24,0.0,1,4,1,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
1,14166.38,C1018742990,C1364913072,595572.48,581406.1,34155.22,47409.85,0.0,0.023786116198457996,0,5.4569682106375694e-12,1,14166.38,0.0,1,1,1,0.0,1.0,5,0,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,1,0,0,0
7,193980.81,C1019397304,C202149782,1013157.07,1207137.88,211963.2,17982.39,0.0,0.19146154558093784,0,387961.61999999994,1,193980.81,0.0,1,7,0,0.0,1.0,3,1,1,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,0
2,66892.29,C1019416046,C1380361139,9683446.56,9750338.86,362727.08,62111.53,0.0,0.006907900268527916,0,133784.58999999886,1,66892.29,0.0,1,2,1,0.0,1.0,5,0,6,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,0
6,200095.94,C1019560076,C1467806809,0.0,0.0,221496.0,90640.96,0.0,200095.94,0,200095.94,1,200095.94,0.0,1,6,0,0.0,1.0,5,0,2,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,1,0,0,0
7,5272.45,C1019562230,M1072499716,11681.0,6408.55,0.0,0.0,0.0,0.4513311076870399,0,0.0,1,5272.45,0.0,1,7,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
7,26287.58,C1019595265,C490766432,150.0,26437.58,53627.09,27339.51,0.0,174.08993377483444,0,52575.16,1,26287.58,0.0,1,7,0,0.0,1.0,2,1,2,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,0
6,32379.76,C1020021920,M499105172,99963.0,67583.24,0.0,0.0,0.0,0.32391420911528146,0,3.637978807091713e-12,1,32379.76,0.0,1,6,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
7,19991.02,C1020193304,C1915624447,0.0,0.0,21586.0,17795.02,0.0,19991.02,0,19991.02,1,19991.02,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,1
7,116118.94,C102027291,C914293025,20745.18,0.0,1122989.98,1239108.91,0.0,5.597123904256109,0,95373.76000000001,1,116118.94,0.0,1,7,0,0.0,1.0,8,0,1,0,0,0,0.0,1,1,0,0.4,0,1,0,1,0,0,0
